s,x,y
248.4,4.633702437146469,0.9974647431483741
248.45000000000002,4.623731712683312,1.0464605047373234
248.5,4.613215838410268,1.095338168025607
248.55,4.602015898076711,1.1440676389495377
248.60000000000002,4.590745106030469,1.1927798843843294
248.65,4.578323036832735,1.2412122309808413
248.70000000000002,4.565900967634994,1.2896445775773808
248.75,4.552663458565162,1.3378568108398252
248.8,4.539027120810708,1.3859613874687478
248.85000000000002,4.525048120244914,1.4339641554027058
248.9,4.510206142568196,1.4817105238367754
248.95000000000002,4.495364164891469,1.5294568922708722
249.0,4.479450373725872,1.576855244758373
249.05,4.463412147627833,1.6242131934431434
249.10000000000002,4.4467727637807215,1.6713590894383832
249.15,4.429548437685722,1.7182986526081807
249.20000000000002,4.41218686409229,1.7651858853666738
249.25,4.393787336925972,1.811677362005458
249.3,4.375387809759644,1.8581688386442687
249.35000000000002,4.356143735390007,1.9043137279329825
249.4,4.336580649682378,1.9503277005673298
249.45000000000002,4.316633104080336,1.9961724773773972
249.5,4.295918838598307,2.0416798306902217
249.55,4.275204573116266,2.087187184003072
249.60000000000002,4.253419149700195,2.1321906037213623
249.65,4.2315668116142735,2.177162542974383
249.70000000000002,4.209098914548742,2.221825746016347
249.75,4.186122331138858,2.2662338152696586
249.8,4.162976015546286,2.310551341485868
249.85000000000002,4.138889725451939,2.3543674416032028
249.9,4.114803435357606,2.3981835417205124
249.95000000000002,4.089888122494498,2.4415302437643205
250.0,4.064707366514897,2.484726650192333
250.05,4.039137176546914,2.527689429961091
250.10000000000002,4.0128778879966625,2.5702388102719222
250.15,3.9866185994464267,2.6127881905827297
250.20000000000002,3.9593358550933546,2.6546880311853673
250.25,3.9320146497201875,2.696563462370681
250.3,3.9041026234763447,2.7380427358158075
250.35000000000002,3.8757367889468393,2.779217721322126
250.4,3.8472000411748746,2.8202717653080125
250.45000000000002,3.817807526135212,2.8607202518018813
250.5,3.7884150110955663,2.901168738295727
250.55,3.7582498433649594,2.941040777374176
250.60000000000002,3.727849246083348,2.980737171227053
250.65,3.6970871875425884,3.0201494648205625
250.70000000000002,3.6656977441406897,3.05906864830275
250.75,3.634308300738809,3.0979878317849154
250.8,3.601985034544544,3.1361342751850816
250.85000000000002,3.5696266068253086,3.1742516223585207
250.9,3.536736082664085,3.211905623940452
250.95000000000002,3.5034291455437225,3.249197016240301
251.0,3.469976281654598,3.286354736321901
251.05,3.4357419102065805,3.322796577817096
251.10000000000002,3.401507538758563,3.3592384193122906
251.15,3.366591300391381,3.395023359243172
251.20000000000002,3.331451156510767,3.430592591566216
251.25,3.29600411350601,3.465850903128041
251.3,3.259980432202405,3.500525020064708
251.35000000000002,3.2239567508988003,3.5351991370013747
251.4,3.1871231118142225,3.569010306829943
251.45000000000002,3.150238687142193,3.6027673685595225
251.5,3.112907308262255,3.636023563233708
251.55,3.0751854788979744,3.668842210210893
251.60000000000002,3.037361493017846,3.7015404119721724
251.65,2.9988261274911903,3.7333998784417326
251.70000000000002,2.9602907619645134,3.765259344911311
251.75,2.9211899694627097,3.7964171160696827
251.8,2.8818654510539967,3.8272972432054946
251.85000000000002,2.8423066681510645,3.857871193629904
251.9,2.8022178794623547,3.8877524422897336
251.95000000000002,2.762129090773622,3.9176336909495806
252.0,2.7213785126380783,3.946603373752256
252.05,2.6805508198482135,3.9754668368406865
252.10000000000002,2.6393781104005707,4.003829011350944
252.15,2.5978373472145893,4.0316564257821135
252.20000000000002,2.5562477186856634,4.059408871726638
252.25,2.5140201699880924,4.086182629979693
252.3,2.471792621290498,4.112956388232763
252.35000000000002,2.4291310466758125,4.139026176298003
252.4,2.3862434318987735,4.164729337557547
252.45000000000002,2.3432019889699482,4.190168346404409
252.5,2.299681445186124,4.214784647279211
252.55,2.2561609014022745,4.239400948154027
252.60000000000002,2.2121393184623916,4.263104841659027
252.65,2.1680133832138893,4.286618706472007
252.70000000000002,2.1236499288928563,4.309673009711342
